User,Rank,Item_ID,Title,Predicted_Rating,Method
AG73BVBKUOH22USSFJA5ZWL7AKXA,1,130688,"Energizer CR2032 Batteries, 3V Lithium Coin Cell 2032 Watch Battery,White (6 Count)",5.0,SVD (k=20)
AG73BVBKUOH22USSFJA5ZWL7AKXA,2,152134,GLOVEWORKS Industrial Black Nitrile Gloves,5.0,SVD (k=20)
AG73BVBKUOH22USSFJA5ZWL7AKXA,3,159364,"Glade Solid Air Freshener, Deodorizer for Home and Bathroom, Apple Cinnamon, 6 Oz, 12 Count",5.0,SVD (k=20)
AG73BVBKUOH22USSFJA5ZWL7AKXA,4,163117,Green Gobbler POWDER PLUNGER Toilet Bowl Clog Remover - 2 Pack Net WT 16.5 oz,5.0,SVD (k=20)
AG73BVBKUOH22USSFJA5ZWL7AKXA,5,172985,"Hefty Slider Jumbo Storage Bags, 2.5 Gallon Size, 12 Count",5.0,SVD (k=20)
AG73BVBKUOH22USSFJA5ZWL7AKXA,6,211217,"Lysol Disinfectant Spray, Crisp Linen, 19 Ounce, 3 Count",5.0,SVD (k=20)
AG73BVBKUOH22USSFJA5ZWL7AKXA,7,234306,"Muscle Milk Genuine Protein Shake, Chocolate, 25g Protein, 11 Fl Oz (Pack of 4)",5.0,SVD (k=20)
AG73BVBKUOH22USSFJA5ZWL7AKXA,8,256209,"PACIFIC PPE 2 Pairs Reusable Dishwashing Cleaning Gloves with Latex Free, Cotton Lining, Kitchen Gloves, Green, Medium",5.0,SVD (k=20)
AG73BVBKUOH22USSFJA5ZWL7AKXA,9,259631,Pacific Blue Select Multifold Premium 2-Ply Paper Towels by GP PRO (Georgia-Pacific); White; 21000; 125 Paper Towels Per Pack; 16 Packs Per Case,5.0,SVD (k=20)
AG73BVBKUOH22USSFJA5ZWL7AKXA,10,314985,"Sleep Mask for Men Women,Blocking Light Sleeping, Zero Eye Pressure& Adjustable Eye Covers with Elastic,3D Contoured Night Blindfold, Breathable & Soft for Travel/Nap/Shift Work",5.0,SVD (k=20)
AG73BVBKUOH22USSFJA5ZWL7AKXA,11,382049,"eneloop AA 1800 cycle, Ni-MH Pre-Charged Rechargeable Batteries, 8 Pack (discontinued by manufacturer)",4.9887,SVD (k=20)
AG73BVBKUOH22USSFJA5ZWL7AKXA,12,377631,"Ziploc Quart Food Storage Freezer Bags, Grip 'n Seal Technology for Easier Grip, Open, and Close, 75 Count",4.9727,SVD (k=20)
AG73BVBKUOH22USSFJA5ZWL7AKXA,13,61400,"Better Life All-Purpose Cleaner, Pomegranate, 32 Fl Oz (Pack of 2), Pomegranate, 64 Fl Oz",4.9717,SVD (k=20)
AG73BVBKUOH22USSFJA5ZWL7AKXA,14,306679,"Scrubbing Bubbles Toilet, Rainshower (2 dispensers + 30 Gel Discs), 6 Ounce, 6 Ounce",4.9655,SVD (k=20)
AG73BVBKUOH22USSFJA5ZWL7AKXA,15,90095,"Clif Bars White Chocolate Macadamia Nut Flavor, 2.40 Oz, 6 Ct",4.9635,SVD (k=20)
AG73BVBKUOH22USSFJA5ZWL7AKXA,16,100072,Crest 3D Whitestrips LUXE Glamorous White 28 Count,4.9616,SVD (k=20)
AG73BVBKUOH22USSFJA5ZWL7AKXA,17,92354,"Colgate Optic White Renewal Teeth Whitening Toothpaste, Enamel Strength, 3 Oz Tube, 2 Pack",4.9579,SVD (k=20)
AG73BVBKUOH22USSFJA5ZWL7AKXA,18,172988,"Hefty Slider Storage Bags, Gallon Size, 15 Count (9 Pack), 135 Total",4.9465,SVD (k=20)
AG73BVBKUOH22USSFJA5ZWL7AKXA,19,320540,"Sparkle® Pick-A-Size® Spirited Prints Paper Towels, 6 Double Rolls = 12 Regular Rolls",4.9388,SVD (k=20)
AG73BVBKUOH22USSFJA5ZWL7AKXA,20,158485,"Glad OdorShield Tall Kitchen Drawstring Trash Bags, Fresh Clean, 13 Gallon, 40 Count (Packaging May Vary)",4.9379,SVD (k=20)
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,1,95642,"Conair Fabric Shaver and Lint Remover, Battery Operated Portable Fabric Shaver, White",4.8235,SVD (k=20)
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,2,41145,"Amazon Basics 36-Pack AA Alkaline High-Performance Batteries, 1.5 Volt, 10-Year Shelf Life",4.7919,SVD (k=20)
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,3,193279,"Katzco Furniture Repair Kit Wood Markers - Set of 13 - Markers and Wax Sticks with Sharpener - for Stains, Scratches, Floors, Tables, Desks, Carpenters, Bedposts, Touch-Ups, Cover-Ups, Molding Repair",4.7811,SVD (k=20)
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,4,19220,"3M Micropore Paper Tape - White, 1"" x 10yds (Box of 12)",4.764,SVD (k=20)
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,5,172958,"Hefty Recycling Trash Bags, Clear, 30 Gallon, 36 Count",4.638,SVD (k=20)
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,6,41178,"Amazon Basics 8-Pack 9 Volt Alkaline Performance All-Purpose Batteries, 5-Year Shelf Life, Packaging May Vary",4.5606,SVD (k=20)
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,7,92354,"Colgate Optic White Renewal Teeth Whitening Toothpaste, Enamel Strength, 3 Oz Tube, 2 Pack",4.5274,SVD (k=20)
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,8,119570,"Duracell Coppertop AA Batteries with Power Boost Ingredients, 8 Count Pack Double A Battery with Long-lasting Power, Alkaline AA Battery for Household and Office Devices",4.5233,SVD (k=20)
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,9,273573,"Pre de Provence Maison French Lavender Collection, Soothing & Fresh Scent, Bath & Shower Gel, 300 ML",4.5083,SVD (k=20)
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,10,141436,"Febreze Small Spaces, Paradise, .25 fl. oz., Pack of 3",4.4947,SVD (k=20)
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,11,367472,"Windex Outdoor Glass & Patio Concentrated Cleaner, 2 ct, 32 fl oz",4.4564,SVD (k=20)
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,12,131329,"Ensure Max Protein Nutrition Shake with 30g of Protein, 1g of Sugar, High Protein Shake, Milk Chocolate, 11 Fl Oz (Pack of 12)",4.4526,SVD (k=20)
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,13,279155,"Pure Protein Bars, High Protein, Nutritious Snacks to Support Energy, Low Sugar, Gluten Free, Chocolate Salted Caramel, 1.76oz, 6 Count (Pack of 1)",4.4498,SVD (k=20)
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,14,92233,"Colgate Max Fresh Toothpaste With Mini Breath Strips, Cool Mint, 6 Ounce, 3 Count",4.4468,SVD (k=20)
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,15,190448,K-XR Pre-Workout Energy Powder | Intense Energy Pre-Workout Drink for Men and Women| Creatine Free | Improves Performance - Enhanced Focus & Increased Endurance | 30 Servings (Blue Raspberry),4.4409,SVD (k=20)
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,16,61426,"Better Life Natural Tub and Tile Cleaner, Tea Tree & Eucalyptus, 32 Fl Oz (Pack of 1), 24205",4.4347,SVD (k=20)
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,17,41115,"Amazon Basics 12-Pack D Cell Alkaline All-Purpose Batteries, 1.5 Volt, 5-Year Shelf Life",4.4299,SVD (k=20)
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,18,273894,"Premier Protein Powder, Cafe Latte , 30g Protein, 1g Sugar, 100% Whey Protein, Keto Friendly, No Soy Ingredients, Gluten Free, 17 servings, 23.9 Ounce (Pack of 1)",4.4294,SVD (k=20)
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,19,37830,"Air Wick Essential Mist Refill, 3ct, Fresh Waters, Air Freshener, Essential Oils",4.4257,SVD (k=20)
AGPC7CWRQPMNQFXWLYJYQYF7DCQA,20,42036,"AmazonCommercial 2-Ply Quick Dispensing Toilet Paper for RV's & Marine, Waste-Tank Compatible, Unscented, 7200 Sheets, 24 Rolls of 300 Sheet per Roll, White",4.4257,SVD (k=20)
AGVHEHLIQGIYGG36W6SRUHO24TQA,1,2063,1 X 10 Energizer 377 376 Watch Battery SR626SW SR626W,5.0,SVD (k=20)
AGVHEHLIQGIYGG36W6SRUHO24TQA,2,4699,"100% Compostable 9 Inch Paper Plates [125-Pack] Heavy-Dut, Natural Disposable Bagasse Plate, Eco-Friendly Made of Sugarcane Fibers - Natural Unbleached Brown 9"" Biodegradable Plate by Stack Man",5.0,SVD (k=20)
AGVHEHLIQGIYGG36W6SRUHO24TQA,3,8792,"16 Count Replacement Brush Heads Compatible with Oral B Braun Electric Toothbrush, Deep and Precise Cleaning.",5.0,SVD (k=20)
AGVHEHLIQGIYGG36W6SRUHO24TQA,4,9516,18pcs Sensitive Gum Care Replacement Brush Heads Compatible with Oral b Braun Electric Toothbrush. Soft Bristle for Superior and Gentle Clean.,5.0,SVD (k=20)
AGVHEHLIQGIYGG36W6SRUHO24TQA,5,13755,"220+lbs Plantar Fasciitis Strong Arch Support Insoles Men Women - Flat Feet - Orthotic Insoles High Arch for Arch Pain - Work Shoe Boot Inserts - Support Pain Relief (XS, Dark Military)",5.0,SVD (k=20)
AGVHEHLIQGIYGG36W6SRUHO24TQA,6,17714,"303 (30321) Products Aerospace Protectant 40 Count Wipes - Ultimate UV Protection - Keeps vinyl, rubber, and plastic looking newer, longer, 40 Count",5.0,SVD (k=20)
AGVHEHLIQGIYGG36W6SRUHO24TQA,7,19220,"3M Micropore Paper Tape - White, 1"" x 10yds (Box of 12)",5.0,SVD (k=20)
AGVHEHLIQGIYGG36W6SRUHO24TQA,8,24943,"6 Pack Reading Glasses by BOOST EYEWEAR, Traditional Frames in Assorted Colors, for Men and Women, with Spring Loaded Hinges",5.0,SVD (k=20)
AGVHEHLIQGIYGG36W6SRUHO24TQA,9,26936,"7AM2M Sonic Electric Toothbrush, Soft Toothbrushes for Adults and Kids with 6 Brush Heads, One Charge Use for 90 Days, 5 Modes with 2 Minutes Build in Smart Timer, Rechargeable Toothbrushes",5.0,SVD (k=20)
AGVHEHLIQGIYGG36W6SRUHO24TQA,10,27254,8 Pack Sensitive Gum Care Replacement Brush Heads Compatible with Oral B Electric Toothbrush. Soft Bristle for Superior and Gentle Clean,5.0,SVD (k=20)
AGVHEHLIQGIYGG36W6SRUHO24TQA,11,28050,"9 Elements All Purpose Cleaner, Kitchen, Floor, & Bathroom Cleaner, Lemon Multi Surface Cleaning Vinegar Spray, 18 oz Bottles (Pack of 3)",5.0,SVD (k=20)
AGVHEHLIQGIYGG36W6SRUHO24TQA,12,28053,"9 Elements Bathroom Cleaner, Eucalyptus Multi Surface Shower, Tub, & Tile Cleaning Vinegar Spray, 18 oz Bottles (Pack of 3)",5.0,SVD (k=20)
AGVHEHLIQGIYGG36W6SRUHO24TQA,13,29194,"ACDelco 24-Count AA Batteries, Maximum Power Super Alkaline Battery, 10-Year Shelf Life, Reclosable Packaging",5.0,SVD (k=20)
AGVHEHLIQGIYGG36W6SRUHO24TQA,14,29200,"ACDelco AA and AAA 200-Count Combo Pack Super Alkaline Batteries, 100-Count Each, 10-Year Shelf Life, Reclosable Packaging",5.0,SVD (k=20)
AGVHEHLIQGIYGG36W6SRUHO24TQA,15,29205,"ACDelco UltraMAX 20-Count AA Batteries, Alkaline Battery with Advanced Technology, 10-Year Shelf Life, Recloseable Packaging",5.0,SVD (k=20)
AGVHEHLIQGIYGG36W6SRUHO24TQA,16,29294,"ACE Insoles Active, Shaped by Superfeet, Max Shock Absorption, One Pair, Large",5.0,SVD (k=20)
AGVHEHLIQGIYGG36W6SRUHO24TQA,17,29439,ACT Anticavity Fluoride Mouthwash Zero Alcohol 18 fl. oz. Soothing Mint,5.0,SVD (k=20)
AGVHEHLIQGIYGG36W6SRUHO24TQA,18,29481,"ACT Kids Anticavity Fluoride Rinse, Bubble Gum Blowout, 16.9 fl. oz.",5.0,SVD (k=20)
AGVHEHLIQGIYGG36W6SRUHO24TQA,19,29671,"ADENSYANG Dental Floss Picks Dispenser - Pop-up Flossers Holder - Automatic Floss Dispenser - Reusable Dental Pick Dispenser, 1 Box 100 Count, Clean Teeth No Break, More Convenient",5.0,SVD (k=20)
AGVHEHLIQGIYGG36W6SRUHO24TQA,20,31124,"ALINCAS Kingsley Lotion Applicator On Wood Handle,Pack of Single",5.0,SVD (k=20)
AEAXAJACFMXIAAH4WOHRMXPSZWFA,1,2063,1 X 10 Energizer 377 376 Watch Battery SR626SW SR626W,5.0,SVD (k=20)
AEAXAJACFMXIAAH4WOHRMXPSZWFA,2,4699,"100% Compostable 9 Inch Paper Plates [125-Pack] Heavy-Dut, Natural Disposable Bagasse Plate, Eco-Friendly Made of Sugarcane Fibers - Natural Unbleached Brown 9"" Biodegradable Plate by Stack Man",5.0,SVD (k=20)
AEAXAJACFMXIAAH4WOHRMXPSZWFA,3,8792,"16 Count Replacement Brush Heads Compatible with Oral B Braun Electric Toothbrush, Deep and Precise Cleaning.",5.0,SVD (k=20)
AEAXAJACFMXIAAH4WOHRMXPSZWFA,4,9516,18pcs Sensitive Gum Care Replacement Brush Heads Compatible with Oral b Braun Electric Toothbrush. Soft Bristle for Superior and Gentle Clean.,5.0,SVD (k=20)
AEAXAJACFMXIAAH4WOHRMXPSZWFA,5,13755,"220+lbs Plantar Fasciitis Strong Arch Support Insoles Men Women - Flat Feet - Orthotic Insoles High Arch for Arch Pain - Work Shoe Boot Inserts - Support Pain Relief (XS, Dark Military)",5.0,SVD (k=20)
AEAXAJACFMXIAAH4WOHRMXPSZWFA,6,17714,"303 (30321) Products Aerospace Protectant 40 Count Wipes - Ultimate UV Protection - Keeps vinyl, rubber, and plastic looking newer, longer, 40 Count",5.0,SVD (k=20)
AEAXAJACFMXIAAH4WOHRMXPSZWFA,7,19220,"3M Micropore Paper Tape - White, 1"" x 10yds (Box of 12)",5.0,SVD (k=20)
AEAXAJACFMXIAAH4WOHRMXPSZWFA,8,24943,"6 Pack Reading Glasses by BOOST EYEWEAR, Traditional Frames in Assorted Colors, for Men and Women, with Spring Loaded Hinges",5.0,SVD (k=20)
AEAXAJACFMXIAAH4WOHRMXPSZWFA,9,26936,"7AM2M Sonic Electric Toothbrush, Soft Toothbrushes for Adults and Kids with 6 Brush Heads, One Charge Use for 90 Days, 5 Modes with 2 Minutes Build in Smart Timer, Rechargeable Toothbrushes",5.0,SVD (k=20)
AEAXAJACFMXIAAH4WOHRMXPSZWFA,10,27254,8 Pack Sensitive Gum Care Replacement Brush Heads Compatible with Oral B Electric Toothbrush. Soft Bristle for Superior and Gentle Clean,5.0,SVD (k=20)
AEAXAJACFMXIAAH4WOHRMXPSZWFA,11,28050,"9 Elements All Purpose Cleaner, Kitchen, Floor, & Bathroom Cleaner, Lemon Multi Surface Cleaning Vinegar Spray, 18 oz Bottles (Pack of 3)",5.0,SVD (k=20)
AEAXAJACFMXIAAH4WOHRMXPSZWFA,12,29194,"ACDelco 24-Count AA Batteries, Maximum Power Super Alkaline Battery, 10-Year Shelf Life, Reclosable Packaging",5.0,SVD (k=20)
AEAXAJACFMXIAAH4WOHRMXPSZWFA,13,29200,"ACDelco AA and AAA 200-Count Combo Pack Super Alkaline Batteries, 100-Count Each, 10-Year Shelf Life, Reclosable Packaging",5.0,SVD (k=20)
AEAXAJACFMXIAAH4WOHRMXPSZWFA,14,29205,"ACDelco UltraMAX 20-Count AA Batteries, Alkaline Battery with Advanced Technology, 10-Year Shelf Life, Recloseable Packaging",5.0,SVD (k=20)
AEAXAJACFMXIAAH4WOHRMXPSZWFA,15,29439,ACT Anticavity Fluoride Mouthwash Zero Alcohol 18 fl. oz. Soothing Mint,5.0,SVD (k=20)
AEAXAJACFMXIAAH4WOHRMXPSZWFA,16,29481,"ACT Kids Anticavity Fluoride Rinse, Bubble Gum Blowout, 16.9 fl. oz.",5.0,SVD (k=20)
AEAXAJACFMXIAAH4WOHRMXPSZWFA,17,31124,"ALINCAS Kingsley Lotion Applicator On Wood Handle,Pack of Single",5.0,SVD (k=20)
AEAXAJACFMXIAAH4WOHRMXPSZWFA,18,32047,"ANGEL SOFT Toilet Paper Bath Tissue, 48 Double Rolls, 260+ 2-Ply Sheets Per Roll",5.0,SVD (k=20)
AEAXAJACFMXIAAH4WOHRMXPSZWFA,19,32920,"ARM & HAMMER Clean Burst HE Liquid Laundry Detergent, 100 loads, 150 Fl Oz (Pack of 1)",5.0,SVD (k=20)
AEAXAJACFMXIAAH4WOHRMXPSZWFA,20,32921,"ARM & HAMMER Clean Burst, 140 Loads Liquid Laundry Detergent, 210 Fl oz",5.0,SVD (k=20)
AFZUK3MTBIBEDQOPAK3OATUOUKLA,1,37830,"Air Wick Essential Mist Refill, 3ct, Fresh Waters, Air Freshener, Essential Oils",5.0,SVD (k=20)
AFZUK3MTBIBEDQOPAK3OATUOUKLA,2,41097,"Amazon Basic Care Nicotine Polacrilex Uncoated Gum, 4 mg (Nicotine), Original Flavor, Stop Smoking Aid, 310 Count",5.0,SVD (k=20)
AFZUK3MTBIBEDQOPAK3OATUOUKLA,3,85097,"Charmin Ultra Strong Mega Roll Toilet Paper, 24 Count",5.0,SVD (k=20)
AFZUK3MTBIBEDQOPAK3OATUOUKLA,4,107195,"Dawn Ultra Dishwashing Liquid Dish Soap, Original Scent, 28 fl oz",5.0,SVD (k=20)
AFZUK3MTBIBEDQOPAK3OATUOUKLA,5,90902,"Clorox Toilet Wand Disinfecting Refills, Toilet and Bathroom Cleaning, Toilet Brush Heads, Disposable Wand Heads, Blue Original, 30 Count",4.9896,SVD (k=20)
AFZUK3MTBIBEDQOPAK3OATUOUKLA,6,305922,"Scott 1000 Sheets Per Roll, 12 Toilet Paper Rolls, Bath Tissue",4.9875,SVD (k=20)
AFZUK3MTBIBEDQOPAK3OATUOUKLA,7,362670,"Washable Face Mask with Adjustable Ear Loops & Nose Wire - 3 Layers, Made in USA",4.975,SVD (k=20)
AFZUK3MTBIBEDQOPAK3OATUOUKLA,8,278404,"Puffs Puffs plus lotion facial tissues, 3 family boxes, 116 tissues per box, 348 Count,116 Count (Pack of 3)",4.9698,SVD (k=20)
AFZUK3MTBIBEDQOPAK3OATUOUKLA,9,100072,Crest 3D Whitestrips LUXE Glamorous White 28 Count,4.9662,SVD (k=20)
AFZUK3MTBIBEDQOPAK3OATUOUKLA,10,69719,Bounty Full Sheets Paper Towels,4.9617,SVD (k=20)
AFZUK3MTBIBEDQOPAK3OATUOUKLA,11,377415,"Zipfizz Energy Drink Mix, Electrolyte Hydration Powder with B12 and Multi Vitamin, Pink Lemonade (12 Pack)",4.9616,SVD (k=20)
AFZUK3MTBIBEDQOPAK3OATUOUKLA,12,85026,"Charmin Ultra Soft Cushiony Touch Toilet Paper, 18 Family Mega Rolls = 90 Regular Rolls",4.9612,SVD (k=20)
AFZUK3MTBIBEDQOPAK3OATUOUKLA,13,306679,"Scrubbing Bubbles Toilet, Rainshower (2 dispensers + 30 Gel Discs), 6 Ounce, 6 Ounce",4.9611,SVD (k=20)
AFZUK3MTBIBEDQOPAK3OATUOUKLA,14,159483,"Glad® ForceFlex Tall Kitchen Drawstring Trash Bags – 13 Gallon White Trash Bag, Unscented – 120 Count (Package May Vary)",4.9597,SVD (k=20)
AFZUK3MTBIBEDQOPAK3OATUOUKLA,15,158883,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Coastal Sunshine Citrus, 6.2 Oz, 3 Count",4.9584,SVD (k=20)
AFZUK3MTBIBEDQOPAK3OATUOUKLA,16,264980,"Persil Laundry Detergent Liquid, Odor Fighter with Odor Elimination Technology, High Efficiency (HE), 2X Concentrated, 82 Loads",4.9566,SVD (k=20)
AFZUK3MTBIBEDQOPAK3OATUOUKLA,17,320540,"Sparkle® Pick-A-Size® Spirited Prints Paper Towels, 6 Double Rolls = 12 Regular Rolls",4.955,SVD (k=20)
AFZUK3MTBIBEDQOPAK3OATUOUKLA,18,47134,"Arm & Hammer Plus OxiClean Odor Blasters Fresh Burst, 35 Loads Liquid Laundry Detergent, 61.25 Fl oz",4.9544,SVD (k=20)
AFZUK3MTBIBEDQOPAK3OATUOUKLA,19,70667,"Brawny Paper Towels, 12 Count Rolls, Tear-A-Square, 128 Sheets Per Roll",4.9522,SVD (k=20)
AFZUK3MTBIBEDQOPAK3OATUOUKLA,20,183859,"Invisible Glass 91164-6PK 19-Ounce Cleaner for Auto and Home for a Streak-Free Shine, Deep Cleaning Foaming Action, Safe for Tinted and Non-Tinted Windows, Ammonia Free Foam Glass Cleaner, Pack of 6",4.9507,SVD (k=20)
